order_id,user_id,order_dow,order_hour_of_day
2671452,35376,5,16
2223331,35382,5,14
1756792,35382,6,12
3013407,35387,4,22
2507960,35412,5,8
3102390,35414,5,8
2984886,35428,0,11
1653228,35432,0,11
2813952,35434,5,13
1960370,35447,2,1
1764469,35455,5,15
242819,35473,0,13
646214,35475,1,18
2254278,35477,1,12
529191,35479,0,10
2255021,35479,0,14
2945844,35487,2,15
1448090,35490,6,22
1098566,35505,3,9
2543199,35513,1,14
3174002,35516,6,11
3085607,35517,3,10
3188219,35518,2,13
1258111,35526,4,17
2472842,35528,1,11
1005785,35538,1,18
3199554,35543,3,12
3181629,35544,2,14
1999070,35549,0,11
2042872,35549,6,15
82081,35561,1,16
644697,35563,2,18
525632,35583,1,15
1845212,35583,6,12
790771,35583,3,14
833824,35616,3,9
3392138,35616,2,14
913820,35626,6,17
516773,35629,0,9
2574791,35629,0,17
1342183,35631,3,21
978119,35636,0,20
911420,35642,1,11
10210,35654,0,15
166342,35659,6,19
2714122,35667,6,13
808238,35686,4,14
671166,35692,2,12
2399943,35693,4,13
2256440,35709,3,7
2760178,35709,0,12
2098338,35709,3,11
386455,35726,1,6
1293554,35733,4,16
2620870,35736,6,15
2918084,35737,1,17
2805428,35750,5,12
2609610,35752,5,9
3153718,35762,3,10
1341349,35773,0,16
3038861,35778,3,9
1217939,35785,2,10
3150399,35788,6,8
1006543,35788,0,15
1438063,35788,0,11
1542831,35788,6,15
516914,35795,6,17
2632285,35803,6,14
2871993,35807,1,16
411968,35809,6,7
2247732,35823,6,0
132057,35826,5,9
3130625,35829,4,21
2743533,35832,2,14
735220,35835,5,13
85971,35838,3,20
616571,35853,0,15
2178680,35854,6,18
512535,35857,1,15
1617414,35857,0,14
2248243,35857,1,14
1287073,35864,4,13
425017,35871,1,17
894925,35872,1,13
1422507,35877,0,18
3135951,35879,4,9
1712539,35882,1,12
1250107,35883,1,12
3301451,35887,6,15
2251957,35901,5,14
2429246,35903,5,7
1672394,35907,2,15
2969417,35908,0,18
1451011,35909,0,18
395416,35915,2,15
2669988,35923,5,13
1459703,35930,1,10
3235872,35937,6,0
1922151,35938,5,10
3382998,35949,3,10
2580907,35953,0,10
1620838,35958,0,16
2867142,35965,5,8
1553133,35977,1,11
2136271,35980,1,11
2337015,35992,1,14
2354288,35995,5,9
2968411,36007,0,8
734386,36015,4,19
1180335,36028,3,16
868830,36029,6,15
943853,36041,0,21
2410608,36041,4,13
2265188,36049,0,16
1576554,36049,4,22
1753767,36052,3,11
2347482,36062,2,9
300243,36089,6,12
2263253,36094,0,17
558313,36097,5,15
1378426,36104,2,20
2429052,36125,1,16
2048804,36125,1,16
124283,36133,1,9
2670453,36138,0,12
2888468,36149,1,19
2892543,36149,0,15
565391,36183,1,11
538425,36185,2,9
750968,36186,4,9
715424,36196,4,12
2427473,36216,4,8
1240020,36222,0,10
2741952,36222,6,12
1083699,36230,3,17
135704,36244,3,9
263304,36288,0,12
2292107,36290,4,0
206568,36300,0,14
2108613,36301,1,16
1626554,36302,2,18
2541805,36305,0,17
1157130,36326,1,15
3310554,36327,4,19
1723990,36328,0,17
2028112,36333,4,11
1309316,36335,1,17
2664510,36336,1,10
657477,36354,1,10
3077213,36369,2,10
2892077,36370,6,14
1300919,36376,2,18
371062,36390,2,14
383661,36400,2,17
1688128,36400,4,13
1396101,36410,3,16
1824166,36410,6,21
2127719,36423,6,12
2981851,36424,5,12
2536114,36439,5,9
1809683,36443,1,14
659011,36445,6,12
1193385,36449,4,18
1068068,36452,3,7
2807438,36464,6,17
371425,36464,2,15
2593386,36472,1,10
1699861,36473,4,14
1109914,36478,4,7
2752624,36495,5,15
3143086,36503,2,18
2314672,36504,6,11
2946508,36511,5,15
1585136,36515,3,8
1796009,36557,0,11
714318,36568,3,15
3246340,36570,5,10
838374,36570,3,10
2753701,36571,5,14
2717638,36579,5,10
49472,36586,5,10
3342308,36588,0,12
1552568,36590,5,13
1774203,36598,5,9
1471,36602,1,13
3027527,36616,2,16
3154329,36618,2,17
983981,36627,2,22
2202245,36627,4,0
419790,36628,1,11
928005,36628,0,8
421354,36630,0,18
1469622,36630,1,17
1039803,36644,4,13
1945931,36646,2,18
649770,36647,0,21
23465,36651,0,15
3068240,36652,1,20
2106844,36653,4,1
2395403,36660,5,8
2230987,36663,2,16
3193689,36666,4,10
3085184,36672,0,10
2812286,36673,0,17
2684055,36674,0,12
3222525,36676,2,14
762858,36679,4,19
1446040,36682,5,9
1370396,36691,3,9
912807,36698,3,14
936492,36702,3,10
1024904,36714,0,13
424116,36714,2,22
3315812,36715,2,14
2952177,36716,2,15
1058459,36718,2,12
1663938,36722,0,14
3377622,36725,1,16
2120947,36735,3,17
3066363,36736,2,16
2100067,36737,5,19
1842935,36753,4,10
2447215,36757,6,3
3088734,36759,1,16
3179475,36764,4,4
2814032,36774,4,16
1415295,36790,3,11
1041668,36792,0,13
3016330,36799,1,9
2817674,36803,0,13
3399240,36811,2,16
435870,36817,1,10
2166245,36819,2,13
1164428,36822,1,7
916192,36824,3,14
1443725,36826,6,19
3060007,36835,3,20
906636,36838,1,23
1002261,36839,6,9
433519,36843,3,9
1148882,36848,0,14
1689291,36861,5,13
2584991,36875,5,10
631507,36889,0,9
2977115,36896,4,15
3062426,36907,2,14
2563545,36924,6,11
575095,36933,2,14
522796,36935,4,7
1788405,36941,2,17
2944466,36944,2,16
2832078,36965,4,16
1303478,36966,0,16
619781,36969,4,11
2990971,36972,2,11
606804,36973,2,17
1149490,36991,2,8
551736,37002,1,13
692728,37019,2,14
2303546,37024,5,22
1956350,37041,5,17
1047192,37042,5,11
576162,37051,0,17
2972267,37056,6,13
1046412,37056,5,16
970505,37056,3,10
265653,37063,1,18
773286,37063,0,18
2631366,37064,1,20
178781,37068,5,11
1538871,37074,4,17
2792700,37074,1,8
1241481,37090,0,13
896616,37093,5,11
316190,37099,6,16
458093,37104,6,10
1791075,37108,5,10
575928,37108,5,10
1815718,37109,4,11
147514,37110,6,9
2625807,37116,0,12
59637,37119,1,10
3191239,37120,2,17
873872,37126,0,8
3372152,37128,0,10
3048819,37139,3,13
1968027,37140,1,14
2372954,37142,3,14
3116332,37142,3,18
2242040,37146,3,8
1202687,37151,5,13
1914565,37162,0,13
820690,37189,1,11
1100692,37189,4,13
1958169,37199,5,10
2614391,37201,1,9
2188412,37204,6,12
1262010,37206,3,11
1954001,37206,4,11
438554,37213,4,6
2922308,37223,6,8
2920870,37232,4,22
1601854,37238,0,16
257666,37248,3,23
3126275,37249,5,16
2834966,37252,6,12
2311370,37253,5,15
252178,37256,5,8
657147,37262,0,12
1713599,37268,3,10
689132,37275,3,19
916661,37278,4,11
2433885,37280,3,18
54514,37281,6,6
431522,37286,3,11
3197214,37286,4,9
3137948,37298,1,16
1542993,37302,6,15
1756524,37318,5,16
3242317,37319,1,7
2790958,37334,6,19
1011460,37343,0,9
1591333,37344,0,16
1634517,37353,2,14
553386,37364,3,20
2837893,37381,1,19
1766937,37390,1,7
1522683,37391,0,17
2653168,37393,3,17
1878774,37393,1,15
1080194,37394,6,10
66278,37404,3,11
1680287,37407,3,9
2150794,37408,2,11
983651,37416,2,14
1589290,37449,1,21
2368825,37452,2,14
2672963,37467,2,9
1162420,37474,5,12
2095634,37478,3,10
1034795,37481,2,18
39988,37481,6,10
2183552,37486,5,8
325495,37491,4,10
325528,37491,0,14
1105888,37492,4,15
134076,37493,3,17
1947250,37494,0,12
1269929,37495,3,10
3085282,37505,6,13
1853751,37506,5,13
1300900,37520,1,9
1873601,37522,3,12
1087312,37535,6,15
457242,37544,2,17
914916,37544,6,4
522691,37549,2,11
1523409,37563,5,16
334678,37577,4,16
1996327,37592,6,23
3274966,37597,2,12
2824029,37601,4,11
2064540,37608,0,11
951520,37609,6,17
1730589,37613,1,9
1543222,37617,2,10
2979465,37627,2,11
848849,37636,1,21
2543834,37642,1,19
329545,37650,0,16
1464118,37656,5,7
1515999,37662,4,6
251225,37665,6,15
1815806,37672,6,18
1336431,37674,6,12
1792030,37676,3,14
253052,37679,0,20
265262,37685,2,12
2037337,37706,6,10
2487201,37713,1,11
649717,37726,6,16
1183102,37734,2,10
2226250,37746,4,19
2234950,37749,1,10
1146622,37750,1,16
640525,37753,1,15
236184,37754,5,13
1840305,37767,6,18
2274241,37775,1,13
3175192,37776,4,8
2125210,37778,1,8
2208491,37779,2,9
687578,37780,6,18
2385245,37780,1,16
2262454,37798,0,18
2046247,37800,1,8
1996938,37800,1,6
115731,37803,2,9
394555,37804,6,17
1815038,37810,1,20
1349174,37810,4,20
3086929,37811,1,9
2954908,37811,1,12
2235299,37815,6,11
1764205,37822,4,12
1660538,37837,5,15
3021521,37843,0,10
168513,37844,6,15
401221,37846,3,19
588451,37861,0,11
3270765,37866,3,8
197227,37866,4,13
1827910,37871,6,12
443041,37875,4,15
1057603,37875,5,19
2799999,37887,0,17
1163397,37888,0,13
2186798,37902,4,20
2128079,37905,6,20
40403,37906,2,16
3273988,37913,2,11
2827340,37920,0,10
283614,37921,6,18
3414711,37925,3,10
214730,37925,1,9
1042292,37930,6,18
991477,37940,3,18
2342335,37944,3,14
1008097,37959,2,18
2381947,37973,2,17
1505610,37982,0,18
542186,37984,2,14
2500290,37995,5,15
469554,38006,5,13
2750794,38008,3,11
1406929,38010,4,19
2463229,38010,5,18
805815,38013,3,17
2074075,38013,4,14
2162451,38013,2,18
290117,38016,4,10
1369934,38021,4,15
722177,38024,1,11
2203227,38033,5,15
909620,38034,6,22
973344,38036,2,10
1903756,38045,5,11
1833400,38045,2,13
2325929,38051,4,17
1976940,38057,6,11
1969023,38065,5,13
3405202,38080,5,10
2326615,38081,0,12
2449650,38082,6,8
162618,38084,2,18
2061898,38087,2,12
3377297,38088,1,17
1238819,38095,4,8
205331,38108,2,10
1705987,38123,2,17
853944,38132,0,17
2557721,38140,4,10
3038234,38142,2,8
1651705,38144,2,10
2710804,38145,2,8
1591423,38148,2,8
1873746,38148,4,14
1109204,38153,0,13
2203876,38164,5,16
338286,38164,4,8
48888,38169,0,14
525057,38171,3,10
3215468,38190,6,20
2943907,38197,5,20
2410901,38198,3,17
2854259,38198,5,18
1286133,38238,4,22
1073003,38238,5,21
2254773,38264,0,9
303064,38265,1,17
1530579,38275,6,15
2652634,38281,0,14
3419670,38294,6,8
2123831,38310,0,11
766183,38313,1,19
2477353,38317,0,15
3213456,38326,0,12
2975993,38334,1,13
2276853,38336,3,15
652608,38343,4,13
3276724,38345,4,11
949473,38350,1,12
3234005,38353,1,11
1932816,38353,2,18
3152202,38355,0,16
1398246,38361,2,9
1660197,38375,5,14
765087,38379,2,16
3099147,38379,0,13
2064830,38402,0,14
1637092,38412,1,9
978732,38416,4,15
2329339,38423,2,21
1040052,38431,1,6
2197597,38432,3,20
415565,38446,3,12
237544,38454,2,15
2798337,38455,2,13
685622,38462,4,16
139681,38489,5,10
2582602,38492,1,8
1341888,38492,5,8
985239,38494,6,14
1272776,38494,5,22
1189706,38494,0,16
1294995,38495,2,23
2374449,38506,1,21
505498,38506,2,13
2092640,38511,0,17
2533312,38521,4,13
980914,38521,4,19
2216621,38523,1,9
2777242,38528,5,19
1041311,38529,6,10
2358969,38546,3,14
2907998,38556,5,22
2887949,38559,4,15
1895383,38561,4,14
1568253,38565,3,7
2183849,38565,4,20
2014732,38565,0,16
2672849,38584,5,7
732623,38585,4,13
80847,38592,5,17
46686,38595,5,15
2466595,38595,0,12
2074913,38604,4,11
254674,38611,5,8
2148484,38617,6,10
3157129,38617,2,12
1878578,38617,0,11
1808864,38635,2,21
2116611,38646,3,16
2003235,38662,0,14
2444411,38674,0,11
2763344,38675,2,8
1223258,38675,0,9
27203,38679,4,10
3250153,38683,1,13
3029938,38700,1,10
214056,38703,1,19
2556150,38704,3,15
3147219,38705,3,7
2288604,38705,6,9
1104913,38707,2,21
836861,38709,0,18
825806,38713,3,14
1701623,38715,6,12
1627834,38720,1,12
2782041,38721,3,5
1689136,38726,0,15
468404,38734,6,7
795960,38736,1,17
1884769,38741,3,9
3332459,38744,5,12
3377490,38745,2,17
147757,38748,1,19
2560387,38756,3,16
1792817,38756,6,15
1257667,38758,1,23
1310865,38760,1,9
462164,38765,4,17
1676901,38767,1,8
1005698,38770,1,11
1293999,38778,1,7
684006,38780,0,15
1982319,38780,1,15
3036255,38796,0,12
382815,38806,3,18
599385,38806,4,13
547839,38809,5,10
2361488,38811,0,16
2155689,38811,0,16
2913977,38821,5,17
1996747,38827,2,16
70701,38827,1,14
891670,38829,4,11
2219704,38829,6,20
1127675,38832,0,19
2275152,38837,1,15
1914464,38839,1,9
859820,38846,4,14
203870,38847,6,23
338434,38848,6,16
1335363,38851,1,10
3415383,38852,1,16
1052984,38854,5,13
777336,38860,0,9
958216,38866,6,0
1220684,38867,2,14
2076904,38873,1,11
910358,38877,5,9
1223913,38886,1,11
213503,38910,6,23
1180962,38915,6,12
1411406,38924,5,19
415372,38927,4,13
1577663,38930,5,6
165156,38936,4,12
1259889,38943,3,22
2012663,38975,3,13
967245,38975,3,9
1221892,38985,5,18
2910903,38997,0,18
1440997,38999,6,11
2388637,38999,0,9
2189130,39001,4,10
733080,39019,0,19
2186454,39021,1,16
535648,39023,6,9
2826804,39026,6,8
951,39039,0,7
1248929,39045,0,18
3351681,39046,5,6
317317,39046,2,10
2458841,39066,5,17
1614438,39067,4,14
1891352,39078,1,0
1090359,39079,3,16
599676,39081,0,16
2840327,39092,3,8
1064201,39093,2,19
1662231,39100,2,9
1133936,39101,4,16
2034624,39117,5,15
1693271,39121,5,12
529092,39141,6,12
717654,39142,0,1
2230245,39143,1,8
2141944,39143,1,9
1141269,39147,1,14
1552770,39148,2,9
1366656,39152,5,7
2883526,39153,5,17
2753753,39155,1,9
1181349,39155,2,9
2538989,39155,3,15
1597357,39156,5,15
1230734,39164,0,8
1200864,39174,3,11
1393871,39176,3,8
1754498,39187,3,16
3348656,39188,3,10
2487689,39191,5,23
3101498,39193,0,17
534669,39200,1,17
297281,39206,0,19
1071652,39221,0,8
2825572,39227,0,12
1508440,39229,4,18
914884,39231,5,12
2199542,39241,6,10
3055779,39266,4,13
2707932,39275,6,15
2504081,39277,1,11
254940,39277,4,10
636062,39278,1,23
2122110,39292,1,9
1663367,39304,4,15
35941,39304,5,16
219793,39305,6,15
714076,39307,4,17
1459535,39308,0,7
3325199,39308,1,20
420785,39313,4,21
2500380,39317,5,12
2634345,39337,3,12
883474,39350,4,19
1916899,39358,5,11
235371,39371,0,13
2134826,39374,5,9
2068263,39375,2,19
3032564,39377,6,12
544249,39382,5,12
140499,39387,5,11
2455532,39403,6,14
2617123,39403,0,21
107892,39416,4,17
3265756,39417,0,14
2556710,39422,2,17
2816032,39434,2,14
1036214,39445,2,8
2632199,39445,1,12
38566,39450,6,17
2397394,39451,1,7
738213,39453,5,11
1723964,39460,5,9
2466142,39460,2,4
610928,39475,1,9
2888693,39479,1,12
2882914,39479,2,11
1274216,39480,1,13
1660440,39486,4,22
2556435,39494,3,12
3178121,39501,6,18
1326222,39504,2,14
1638796,39506,5,16
3327364,39506,0,13
2024680,39509,5,10
901765,39511,3,17
3090782,39511,2,18
1434819,39515,5,21
265111,39517,2,11
2044959,39521,1,17
1974325,39522,6,17
2436244,39524,3,18
2364135,39531,1,23
129878,39544,6,11
1186808,39544,6,13
2357310,39556,0,21
1297703,39557,1,8
3333491,39560,3,18
19944,39563,4,12
2848464,39594,6,20
3057760,39598,5,16
605359,39598,2,16
1204706,39604,2,11
272050,39604,4,14
514453,39604,1,22
3052277,39614,6,18
429923,39616,2,20
2977801,39618,1,11
2402413,39619,0,22
673120,39625,3,10
953898,39629,6,18
2886462,39635,6,9
695298,39642,3,14
2303717,39649,2,19
2214835,39655,5,11
822564,39678,1,16
1457351,39685,5,21
2402794,39702,1,11
2267498,39708,0,8
2549451,39713,1,11
174026,39720,0,22
646844,39720,0,9
306739,39723,6,8
162419,39733,3,14
356203,39738,2,12
2882457,39738,1,12
1506742,39741,1,21
1400232,39742,5,19
1886179,39744,4,9
2531506,39760,1,13
1485840,39766,5,20
2872619,39767,5,15
1293688,39769,0,16
1323602,39783,4,14
565524,39793,0,17
472019,39801,5,14
3242341,39807,5,18
2287810,39811,6,2
1715002,39817,0,16
2926580,39832,5,11
1134314,39840,6,18
595247,39843,1,18
2362258,39851,5,7
253214,39874,1,16
1889021,39881,0,11
223729,39883,3,8
309463,39895,1,12
2800148,39896,6,16
1889243,39897,0,17
1844508,39901,5,9
1573772,39902,0,13
2699401,39914,0,19
3140871,39916,6,8
1920304,39922,4,14
810294,39922,0,9
407397,39924,1,18
3259257,39927,3,0
143659,39931,1,15
1061714,39933,5,13
2342338,39934,0,18
1810528,39935,0,13
460990,39936,3,23
441215,39938,0,16
1742454,39941,0,12
1633538,39942,4,11
1313636,39946,5,19
2995588,39953,3,10
1883052,39955,6,17
1158742,39961,0,12
694953,39963,2,16
622461,39978,1,11
2459882,39982,1,11
501592,39990,1,19
2775273,39992,1,10
2525191,40021,0,16
1663339,40022,0,12
462359,40033,0,15
3216099,40045,4,12
1341398,40052,2,18
2453551,40055,6,17
1729251,40083,2,16
2530746,40086,0,18
3075583,40095,1,15
3305854,40098,0,7
1141295,40098,2,16
373134,40106,0,8
1107403,40124,5,17
2820172,40131,5,15
639077,40142,3,20
408262,40143,4,14
655684,40148,5,10
258093,40179,6,18
2236074,40187,2,17
1430832,40187,3,12
3332666,40188,5,9
3218461,40189,4,12
401583,40193,5,14
2120875,40208,0,11
877836,40211,0,21
2563968,40214,0,15
520208,40241,2,9
1229473,40247,1,19
3056359,40249,4,10
1162848,40253,0,17
1230773,40254,2,21
485390,40256,3,14
3135163,40259,4,11
2934219,40261,6,15
1848953,40261,4,19
529800,40270,0,16
2349485,40273,0,14
1979597,40278,5,19
611268,40294,0,13
1629528,40294,0,13
311529,40301,0,17
1136546,40303,1,11
629917,40324,5,13
1131303,40331,4,19
1679258,40335,0,21
2814344,40347,0,13
266014,40352,6,15
988087,40353,0,18
2022271,40356,6,15
2796306,40358,6,17
255463,40383,6,13
1927892,40420,3,6
659218,40422,6,17
955515,40422,1,12
754659,40425,2,17
2218119,40461,6,9
1352481,40476,6,8
70412,40479,0,17
1568546,40493,0,15
1696528,40493,5,13
677782,40497,3,11
379781,40504,1,17
700778,40504,5,17
1154245,40539,3,14
572394,40556,1,9
620032,40570,4,15
1557891,40582,0,16
2028452,40590,5,11
1928942,40604,1,14
1135157,40620,5,14
2346979,40620,1,19
1794707,40627,3,11
1989712,40629,0,15
1918704,40632,0,18
1855557,40633,3,14
372863,40639,2,12
113700,40653,0,13
2050558,40658,0,12
2130021,40658,6,10
1532108,40658,1,12
2140379,40659,2,6
2860349,40681,3,13
2637177,40703,5,8
132962,40706,0,10
916393,40715,5,16
2785419,40717,4,22
2102510,40738,1,11
1185450,40741,6,11
822430,40754,1,18
3282080,40756,3,19
184929,40767,4,6
3019317,40772,4,12
3331490,40774,5,10
1047631,40784,6,18
2160011,40796,0,8
983796,40806,0,7
1702184,40814,6,14
1366625,40818,0,17
1459746,40822,3,8
2114605,40828,1,15
334330,40830,4,10
2430030,40845,4,10
3211605,40846,3,18
2490849,40851,2,11
679903,40853,1,12
3140896,40871,5,12
2019679,40881,3,15
62618,40894,5,17
2522337,40905,0,23
261865,40929,3,16
2162474,40941,4,13
752613,40943,2,19
232683,40958,6,17
3353936,40965,5,12
1464113,40973,0,14
2708598,40976,3,13
174507,40980,5,22
1251874,40981,2,11
2928695,40984,6,15
785823,40988,1,13
2590592,40997,1,11
805502,40998,3,14
534246,41002,3,15
217909,41003,6,10
2946182,41004,3,12
2871208,41005,5,23
1166285,41014,2,11
2647552,41022,5,21
703819,41026,0,17
435595,41027,0,10
1067009,41030,2,17
2849319,41041,6,11
1137969,41045,4,11
3172356,41048,2,12
3225934,41067,4,12
1013825,41080,4,17
305289,41082,2,10
1981188,41085,4,10
2628054,41090,6,16
1648329,41098,6,13
2097736,41106,5,16
1584935,41106,1,19
2393825,41108,0,10
1977498,41108,0,12
196416,41115,1,20
350530,41116,5,14
2257403,41117,0,21
1492442,41117,1,16
556397,41126,3,18
1334449,41141,6,12
1309692,41142,6,16
2694405,41142,5,12
697264,41142,3,11
128217,41147,5,7
2078878,41147,2,13
1554859,41147,5,11
2275047,41150,5,8
1239906,41150,0,15
2634079,41159,4,12
2768983,41169,1,15
2400289,41187,0,22
3142036,41187,0,21
1288057,41191,0,14
2386393,41194,6,18
3064472,41200,6,17
3371031,41211,1,9
2374195,41219,2,12
1967936,41223,5,13
2765979,41223,3,12
964960,41226,1,10
2778983,41229,1,14
952902,41231,1,11
543012,41244,5,16
194877,41247,4,17
67797,41253,5,17
406140,41265,3,8
1290480,41266,4,23
1807011,41273,2,7
1794666,41300,4,20
2207727,41300,5,14
3371794,41303,5,10
145843,41310,6,10
2011408,41310,1,17
1336010,41314,6,10
1435346,41321,2,16
1958366,41335,0,20
47306,41340,0,9
2969472,41352,5,13
863252,41356,4,7
569455,41360,5,14
3110001,41380,2,15
3354819,41383,5,11
2916243,41391,2,14
457643,41392,1,14
2379943,41397,5,11
2880898,41405,3,9
244423,41420,2,15
3026783,41422,4,7
1691764,41438,6,13
2666731,41442,0,10
3306852,41444,0,11
1560501,41445,4,9
138943,41469,4,18
2254144,41471,1,8
2965048,41477,1,16
846840,41483,2,13
2203990,41486,4,8
1055155,41487,2,15
2133118,41490,5,18
1162790,41491,3,8
1846896,41492,6,11
87801,41494,1,13
2017414,41495,1,15
2082827,41500,6,11
592638,41508,0,20
2286331,41508,1,15
235970,41508,1,12
1380285,41509,3,17
653557,41509,4,13
1014998,41510,0,9
2075609,41517,2,8
2492352,41521,5,12
158007,41529,1,9
2988139,41537,6,23
1696584,41543,2,17
2931270,41548,3,12
3077928,41556,2,22
909092,41564,0,15
1397488,41575,5,10
2946718,41580,6,14
2141306,41589,1,19
2305605,41598,4,20
169754,41617,1,12
1912612,41617,2,8
1954936,41618,0,20
340239,41620,6,12
1382728,41628,1,18
539541,41630,0,11
3254510,41634,2,17
927805,41637,4,9
1532262,41639,5,13
1456437,41642,4,15
3092161,41644,6,11
674550,41647,4,22
1541163,41656,6,11
2880486,41658,0,14
477677,41670,5,15
1670737,41678,2,23
2679832,41678,3,6
676159,41684,3,10
1120894,41688,4,13
2325711,41689,0,9
1689977,41692,4,16
3250453,41694,5,17
1928401,41697,3,20
2368217,41698,1,16
2032971,41698,4,10
3011683,41698,4,16
1053025,41702,0,14
1629482,41702,6,15
3418217,41702,5,17
2353795,41718,1,14
177929,41720,3,13
1404062,41729,0,16
1363618,41732,5,18
3121483,41734,4,10
294081,41737,4,16
2462054,41739,5,12
1277974,41739,4,16
2432458,41745,4,20
3122244,41766,4,15
493516,41787,0,17
758480,41789,6,13
2700352,41804,1,23
49350,41808,1,8
895564,41809,1,14
963790,41814,5,10
1820352,41814,3,13
1523209,41816,5,14
2995246,41817,0,19
2956018,41841,2,8
1164831,41844,0,11
3276710,41851,2,16
15487,41853,2,10
1455770,41853,1,10
375510,41853,6,9
2234291,41856,6,11
666044,41862,6,15
187253,41862,4,13
1145629,41863,6,16
2249352,41868,2,11
105407,41869,0,8
3025548,41870,0,16
1808496,41875,0,1
130692,41879,2,14
3401793,41884,1,10
106517,41904,1,21
3275763,41904,1,9
2353597,41909,6,18
2578420,41909,3,13
1153093,41942,4,13
1798238,41943,3,12
1590519,41950,0,10
1003500,41958,0,14
2254062,41969,0,7
1832794,41980,3,10
3388097,41980,2,11
2868728,41983,2,16
2994333,41990,6,9
2063517,41995,2,14
2520595,41996,5,14
1789481,41996,5,10
134078,41996,5,8
30383,41996,1,13
2765373,41998,6,17
713856,42025,5,19
3078600,42031,5,16
1100791,42033,3,7
432253,42048,3,9
2229755,42050,1,11
2264106,42051,6,21
3265493,42052,2,14
3253201,42069,1,15
205650,42081,2,11
2292134,42092,4,13
3380266,42094,0,6
481153,42095,4,23
869009,42095,3,14
3055472,42098,6,12
1747208,42098,6,13
1765180,42101,2,15
1473662,42102,3,8
1720078,42103,0,15
617742,42104,2,14
1391857,42106,1,15
2899817,42109,6,10
955107,42123,6,16
1735535,42124,0,15
1986866,42146,5,12
2902707,42164,6,8
814767,42182,2,8
998803,42191,4,10
2080164,42201,3,16
2623792,42206,3,21
2479910,42211,1,18
1952250,42217,5,17
1323650,42221,0,15
985445,42231,2,21
301907,42234,3,13
1942853,42236,4,7
732489,42236,5,10
553540,42236,2,13
1832368,42239,6,14
970332,42239,2,19
666089,42248,6,13
312843,42249,1,7
1621939,42254,2,16
1303005,42254,3,16
1740388,42254,4,10
1568739,42256,2,13
1221094,42256,2,7
678281,42258,3,21
2336001,42260,1,13
167659,42265,5,11
1160525,42268,2,13
581228,42279,4,9
1186459,42284,0,15
449332,42302,0,14
2329955,42303,0,14
2042704,42306,6,12
1889257,42307,3,13
28546,42307,2,8
1578129,42309,5,20
2075603,42309,3,18
512591,42315,1,19
101440,42320,3,18
2908692,42322,3,1
1451634,42322,1,9
1516395,42351,3,15
2108313,42372,3,13
2035832,42377,3,10
2457503,42411,2,7
328239,42413,1,23
471790,42419,0,17
268614,42430,1,10
2728390,42432,2,11
232932,42432,1,15
1791808,42435,5,11
784852,42436,3,9
564177,42450,6,9
371072,42450,4,11
2380739,42471,0,11
648620,42479,0,13
1294397,42479,6,22
2291017,42511,3,16
1757993,42518,3,7
679052,42520,5,8
1329373,42520,2,9
2598349,42520,4,7
598422,42522,0,16
2808921,42526,5,10
1665706,42538,6,0
1630642,42539,1,11
1611484,42545,1,21
2145438,42550,3,21
790776,42553,0,19
346802,42555,0,8
3374710,42571,5,16
3221686,42574,5,17
2130995,42575,4,15
3136938,42583,1,12
1353411,42590,2,9
1007235,42593,5,19
431702,42600,5,15
1365704,42627,5,13
3118071,42629,0,17
1905913,42635,1,9
2429738,42650,1,17
2959487,42650,1,11
696178,42650,1,8
902143,42657,1,9
3401452,42668,4,13
1767199,42671,3,16
691093,42673,6,21
1715427,42676,4,18
2523530,42676,0,14
2762074,42685,6,20
793320,42687,0,14
2451463,42687,2,16
1367647,42698,2,7
665496,42699,2,21
1162430,42707,5,0
1749711,42723,1,12
368463,42724,3,1
2027321,42725,5,13
1743133,42730,1,16
2709268,42731,3,8
1510365,42736,2,8
1278602,42736,0,10
1102765,42737,3,10
1392385,42751,6,23
497554,42759,1,14
108494,42773,0,13
1551626,42777,1,13
828164,42782,5,15
1485869,42797,1,12
3088425,42804,2,10
2899323,42810,3,13
2709257,42814,4,20
547073,42823,4,14
16791,42825,4,13
2484526,42827,5,7
3078844,42835,0,15
1439787,42846,0,12
1221683,42860,4,14
2116857,42865,2,12
746672,42874,1,14
2049106,42878,5,9
1536796,42878,2,8
1513328,42892,4,17
902475,42902,0,16
3168871,42914,6,11
12397,42914,1,10
494111,42920,4,13
1188251,42920,6,11
3152928,42925,2,16
2251133,42932,2,13
3108315,42932,6,19
1027085,42933,0,11
1938751,42933,0,13
1405647,42950,5,14
755987,42955,1,11
2708370,42967,2,16
1985640,42971,3,11
1339552,42975,4,11
1587464,42975,5,12
201841,42983,1,11
1357376,42984,1,12
1127524,42991,0,10
1244366,43003,4,8
1919513,43009,2,11
304476,43013,6,17
700505,43013,1,8
1248509,43019,6,16
2716807,43019,4,14
2080917,43021,6,17
3104563,43021,3,22
852348,43033,0,15
2347158,43040,1,15
822175,43042,2,15
530369,43056,6,7
1517707,43059,1,14
782348,43060,6,23
3341019,43061,1,9
1112794,43072,4,7
3046550,43086,4,21
2578700,43089,5,18
2333137,43093,5,17
855605,43095,2,8
43864,43109,1,8
1251946,43111,0,22
235650,43123,3,10
557611,43126,3,14
768295,43137,5,22
1442341,43146,4,13
2845052,43153,6,16
2220697,43155,0,19
2236257,43162,2,15
